state	year	agency	scode	area	po-total	ps-popgw	ps-popsw	ps-popto	ps-wgwfr	ps-wswfr	ps-wtofr	ps-wgwsa	ps-wswsa	ps-wsato	ps-total	ps-loss	ps-deliv	ps-prcap	ps-facil	ps-facdb	co-wgwfr	co-wswfr	co-wtotl	co-psdel	co-total	co-cuse	do-sspop	do-ssgwf	do-ssswf	do-sstot	do-sspcp	do-pspop	do-psdel	do-pspcp	do-total	do-cuse	in-wgwfr	in-wgwsa	in-wgwto	in-wswfr	in-wswsa	in-wswto	in-wtofr	in-wtosa	in-wtotl	in-recww	in-psdel	in-total	in-cufr	in-cusal	in-cuse	in-facil	in-facdb	pt-wgwfr	pt-wswfr	pt-wswsa	pt-wswto	pt-frtot	pt-wtotl	pt-psdel	pt-total	pt-cufr	pt-cusal	pt-cuse	pt-power	pt-facil	pt-facdb	pf-wgwfr	pf-wswfr	pf-wswsa	pf-wswto	pf-frtot	pf-wtotl	pf-psdel	pf-total	pf-cufr	pf-cusal	pf-cuse	pf-power	pf-facil	pf-facdb	pg-wgwfr	pg-wgwsa	pg-wtotl	pg-cufr	pg-cusal	pg-power	pg-facil	pg-facdb	pn-wgwfr	pn-wswfr	pn-wswsa	pn-wswto	pn-frtot	pn-wtotl	pn-psdel	pn-total	pn-cufr	pn-cusal	pn-cuse	pn-power	pn-facil	pn-facdb	mi-wgwfr	mi-wgwsa	mi-gwtot	mi-wswfr	mi-wswsa	mi-swtot	mi-frtot	mi-satot	mi-total	mi-cufr	mi-cusal	mi-cuse	ls-gwtot	ls-swtot	ls-total	ls-cuse	la-gwtot	la-swtot	la-total	la-cuse	lv-gwtot	lv-swtot	lv-total	lv-cuse	ir-wgwfr	ir-wswfr	ir-recww	ir-frtot	ir-spray	ir-flood	ir-irrig	ir-convy	ir-cuse	hy-total	hy-power	hy-facil	hy-facdb	ww-facpu	ww-facot	ww-facil	ww-retrn	ww-facdb	ww-recww	re-evap	re-area	to-gwfr	to-gwsal	to-gwtot	to-swfr	to-swsal	to-swtot	to-frtot	to-satot	to-total	to-recww	to-cufr	to-cusal	to-cuse	to-convy
ID	1985	USGS	16	085	6.70	0.38	3.87	4.25	0.15	1.17	1.32	0.00	0.00	0.00	1.32	0.00	1.32	310.52	0.00	0.00	0.11	0.00	0.11	0.04	0.15	0.00	2.45	0.06	0.67	0.73	297.84	4.25	1.28	301.11	2.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.34	0.00	11.34	4.54	0.00	0.00	0.00	0.00	11.34	0.00	11.34	4.54	0.00	193.26	0.00	193.26	49.30	0.00	49.30	71.96	39.43	988.28	38.53	0.00	0.00	2.00	1.00	3.00	0.87	0.00	0.00	0.00	0.00	11.66	0.00	11.66	195.10	0.00	195.10	206.76	0.00	206.76	0.00	43.97	0.00	43.97	71.96
ID	1985	USGS	16	087	8.30	2.52	2.06	4.58	0.42	0.34	0.76	0.00	0.00	0.00	0.76	0.00	0.76	165.90	0.00	0.00	0.18	0.00	0.18	0.00	0.18	0.00	3.72	0.37	0.30	0.67	180.06	4.58	0.76	165.90	1.43	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.54	309.95	0.00	322.49	45.20	4.50	49.70	115.39	69.50	11435.83	2983.07	0.00	0.00	2.00	0.00	2.00	2.03	0.00	0.00	0.00	0.00	13.51	0.00	13.51	310.59	0.00	310.59	324.10	0.00	324.10	0.00	69.52	0.00	69.52	115.39
IL	1985	USGS	17	001	71.70	13.13	51.02	64.15	1.48	5.54	7.02	0.00	0.00	0.00	7.02	0.98	7.02	109.43	0.00	0.00	0.00	0.00	0.00	1.75	1.75	0.15	7.55	0.61	0.00	0.61	80.79	64.15	3.08	48.01	3.69	0.37	11.13	0.00	11.13	0.00	0.00	0.00	11.13	0.00	11.13	0.00	1.21	12.34	4.64	0.00	4.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	1.39	1.18	0.00	0.00	0.00	0.00	1.39	0.00	1.39	1.18	0.04	0.00	0.00	0.04	0.15	0.00	0.15	0.00	0.04	0.00	0.00	0.00	0.00	8.00	0.00	8.00	10.27	0.00	0.00	0.00	0.00	14.65	0.00	14.65	5.54	0.00	5.54	20.19	0.00	20.19	0.00	6.38	0.00	6.38	0.00
IL	1985	USGS	17	003	12.37	4.93	5.99	10.92	0.33	1.43	1.76	0.00	0.00	0.00	1.76	0.25	1.76	161.17	0.00	0.00	0.00	0.00	0.00	0.20	0.20	0.03	1.45	0.12	0.00	0.12	82.76	10.92	0.66	60.44	0.78	0.08	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.65	0.66	0.23	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.06	0.05	0.00	0.00	0.00	0.00	0.06	0.00	0.06	0.05	0.16	0.00	0.00	0.16	0.91	0.00	0.91	0.00	0.16	0.00	0.00	0.00	0.00	3.00	0.00	3.00	1.65	0.00	0.00	0.00	0.00	0.68	0.00	0.68	1.43	0.00	1.43	2.11	0.00	2.11	0.00	0.55	0.00	0.55	0.00
IL	1985	USGS	17	005	16.42	0.90	8.95	9.85	0.06	0.74	0.80	0.00	0.00	0.00	0.80	0.11	0.80	81.22	0.00	0.00	0.00	0.00	0.00	0.21	0.21	0.03	6.57	0.52	0.00	0.52	79.15	9.85	0.44	44.67	0.96	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.23	0.00	0.23	0.26	0.00	0.26	0.04	0.00	0.04	0.47	0.00	0.47	0.40	0.00	0.00	0.00	0.00	0.47	0.00	0.47	0.40	0.01	0.00	0.00	0.01	0.05	0.00	0.05	0.00	0.01	0.00	0.00	0.00	0.00	4.00	0.00	4.00	0.81	0.00	0.00	0.00	0.00	1.09	0.00	1.09	0.97	0.00	0.97	2.06	0.00	2.06	0.00	0.60	0.00	0.60	0.00
IL	1985	USGS	17	007	28.67	18.56	0.00	18.56	3.04	0.00	3.04	0.00	0.00	0.00	3.04	1.06	3.04	163.79	0.00	0.00	0.01	0.00	0.01	0.11	0.12	0.02	10.11	0.95	0.00	0.95	93.97	18.56	0.76	40.95	1.71	0.17	1.36	0.00	1.36	0.00	0.00	0.00	1.36	0.00	1.36	0.00	1.11	2.47	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.14	0.14	0.00	0.14	0.01	0.00	0.01	0.48	0.00	0.48	0.41	0.00	0.00	0.00	0.00	0.48	0.00	0.48	0.41	0.10	0.00	0.00	0.10	0.39	0.00	0.39	0.00	0.10	0.00	0.00	0.00	0.00	3.00	0.00	3.00	4.28	0.00	0.00	0.00	0.00	5.94	0.00	5.94	0.14	0.00	0.14	6.08	0.00	6.08	0.00	1.54	0.00	1.54	0.00
IL	1985	USGS	17	009	5.44	3.09	0.00	3.09	0.06	0.00	0.06	0.00	0.00	0.00	0.06	0.01	0.06	19.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.35	0.16	0.00	0.16	68.09	3.09	0.05	16.18	0.21	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.29	0.25	0.00	0.00	0.00	0.00	0.29	0.00	0.29	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.41	0.00	0.00	0.00	0.00	0.51	0.00	0.51	0.00	0.00	0.00	0.51	0.00	0.51	0.00	0.27	0.00	0.27	0.00
IL	1985	USGS	17	011	39.29	30.53	0.00	30.53	3.67	0.00	3.67	0.00	0.00	0.00	3.67	0.52	3.67	120.21	0.00	0.00	0.12	0.00	0.12	0.79	0.91	0.08	8.76	0.83	0.00	0.83	94.75	30.53	2.35	76.97	3.18	0.32	0.03	0.00	0.03	12.06	0.00	12.06	12.09	0.00	12.09	0.00	0.01	12.10	4.55	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.77	0.00	3.77	0.00	0.00	0.00	3.77	0.00	3.77	0.53	0.00	0.53	0.99	0.00	0.99	0.84	0.00	0.00	0.00	0.00	0.99	0.00	0.99	0.84	0.35	0.00	0.00	0.35	1.26	0.00	1.26	0.00	0.35	0.00	0.00	0.00	0.00	11.00	0.00	11.00	3.59	0.00	0.00	0.00	0.00	9.76	0.00	9.76	12.06	0.00	12.06	21.82	0.00	21.82	0.00	6.67	0.00	6.67	0.00
IL	1985	USGS	17	013	6.01	2.08	0.00	2.08	0.38	0.00	0.38	0.00	0.00	0.00	0.38	0.06	0.38	182.69	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	3.93	0.31	0.00	0.31	78.88	2.08	0.30	144.23	0.61	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.28	0.24	0.00	0.00	0.00	0.00	0.28	0.00	0.28	0.24	0.01	0.00	0.00	0.01	0.03	0.00	0.03	0.00	0.01	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.18	0.00	0.00	0.00	0.00	0.98	0.00	0.98	0.00	0.00	0.00	0.98	0.00	0.98	0.00	0.31	0.00	0.31	0.00
IL	1985	USGS	17	015	18.92	11.79	0.00	11.79	1.52	0.00	1.52	0.00	0.00	0.00	1.52	0.22	1.52	128.92	0.00	0.00	0.12	0.00	0.12	0.12	0.24	0.02	7.13	0.67	0.00	0.67	93.97	11.79	0.93	78.88	1.60	0.16	6.87	0.00	6.87	0.00	0.00	0.00	6.87	0.00	6.87	0.00	0.25	7.12	2.38	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.31	0.00	1.31	1.11	0.00	0.00	0.00	0.00	1.31	0.00	1.31	1.11	1.18	0.00	0.00	1.18	5.29	0.00	5.29	0.00	1.18	0.00	0.00	0.00	0.00	6.00	0.00	6.00	1.99	0.00	0.00	0.00	0.00	11.67	0.00	11.67	0.00	0.00	0.00	11.67	0.00	11.67	0.00	4.85	0.00	4.85	0.00
IL	1985	USGS	17	017	15.50	9.35	1.61	10.96	1.37	0.17	1.54	0.00	0.00	0.00	1.54	0.21	1.54	140.51	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.02	4.54	0.36	0.00	0.36	79.30	10.96	1.08	98.54	1.44	0.14	0.77	0.00	0.77	0.00	0.00	0.00	0.77	0.00	0.77	0.00	0.00	0.77	0.29	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.43	0.36	0.00	0.00	0.00	0.00	0.43	0.00	0.43	0.36	0.37	0.00	0.00	0.37	1.57	0.00	1.57	0.00	0.37	0.00	0.00	0.00	0.00	3.00	0.00	3.00	1.26	0.00	0.00	0.00	0.00	3.30	0.00	3.30	0.17	0.00	0.17	3.47	0.00	3.47	0.00	1.18	0.00	1.18	0.00
IL	1985	USGS	17	019	169.80	135.91	0.00	135.91	19.94	0.00	19.94	0.00	0.00	0.00	19.94	2.80	19.94	146.71	0.00	0.00	2.17	0.00	2.17	4.58	6.75	1.47	33.89	2.47	0.00	2.47	72.88	135.91	10.18	74.90	12.65	1.27	3.65	0.00	3.65	0.00	0.00	0.00	3.65	0.00	3.65	0.00	2.38	6.03	2.47	0.00	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.55	0.00	3.55	3.55	0.00	3.55	0.76	0.00	0.76	0.29	0.00	0.29	0.25	0.00	0.00	0.00	0.00	0.29	0.00	0.29	0.25	0.13	0.00	0.00	0.13	0.80	0.00	0.80	0.00	0.13	0.00	0.00	0.00	0.00	9.00	0.00	9.00	24.09	0.00	0.00	0.00	0.00	28.65	0.00	28.65	3.55	0.00	3.55	32.20	0.00	32.20	0.00	6.35	0.00	6.35	0.00
IL	1985	USGS	17	021	37.46	11.32	17.68	29.00	1.30	3.00	4.30	0.00	0.00	0.00	4.30	0.61	4.30	148.28	0.00	0.00	0.00	0.00	0.00	0.18	0.18	0.02	8.46	2.21	0.00	2.21	261.23	29.00	3.46	119.31	5.67	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.02	0.00	0.02	0.00	0.00	0.00	859.45	0.00	859.45	859.45	859.45	0.00	859.45	0.35	0.00	0.35	5451.60	0.00	0.00	0.00	859.45	0.00	859.45	859.45	859.45	0.00	859.45	0.35	0.00	0.35	5451.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.47	0.52	1.36	0.00	1.36	1.41	0.47	1.88	0.20	0.47	0.67	0.25	0.00	0.25	0.22	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.22	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	9.00	0.00	9.00	5.41	0.00	0.00	0.00	0.00	3.81	0.47	4.28	863.81	0.00	863.81	867.62	0.47	868.09	0.00	1.38	0.47	1.85	0.00
IL	1985	USGS	17	023	17.14	10.74	0.00	10.74	1.26	0.00	1.26	0.00	0.00	0.00	1.26	0.18	1.26	117.32	0.00	0.00	0.00	0.00	0.00	0.19	0.19	0.04	6.40	0.43	0.00	0.43	67.19	10.74	0.83	77.28	1.26	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.06	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.06	0.20	0.00	0.00	0.00	0.14	0.06	0.20	0.03	0.06	0.09	0.45	0.00	0.45	0.38	0.00	0.00	0.00	0.00	0.45	0.00	0.45	0.38	0.73	0.00	0.00	0.73	3.91	0.00	3.91	0.00	0.73	0.00	0.00	0.00	0.00	5.00	0.00	5.00	1.09	0.00	0.00	0.00	0.00	3.01	0.06	3.07	0.00	0.00	0.00	3.01	0.06	3.07	0.00	1.33	0.06	1.39	0.00
IL	1985	USGS	17	025	16.14	0.00	8.50	8.50	0.00	0.91	0.91	0.00	0.00	0.00	0.91	0.12	0.91	107.06	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	7.64	0.88	0.00	0.88	115.18	8.50	0.77	90.59	1.65	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.96	1.14	0.00	0.00	0.00	0.18	0.96	1.14	0.04	0.96	1.00	0.27	0.00	0.27	0.23	0.00	0.00	0.00	0.00	0.27	0.00	0.27	0.23	0.02	0.00	0.00	0.02	0.10	0.00	0.10	0.00	0.02	0.00	0.00	0.00	0.00	5.00	0.00	5.00	0.98	0.00	0.00	0.00	0.00	1.35	0.96	2.31	0.91	0.00	0.91	2.26	0.96	3.22	0.00	0.45	0.96	1.41	0.00
IL	1985	USGS	17	027	32.64	3.80	18.64	22.44	0.22	1.22	1.44	0.00	0.00	0.00	1.44	0.20	1.44	64.17	0.00	0.00	0.03	0.00	0.03	0.03	0.06	0.01	10.20	1.34	0.00	1.34	131.37	22.44	1.19	53.03	2.53	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.35	0.43	1.36	0.00	1.36	1.44	0.35	1.79	0.20	0.35	0.55	1.20	0.00	1.20	1.02	0.00	0.00	0.00	0.00	1.20	0.00	1.20	1.02	0.02	0.00	0.00	0.02	0.11	0.00	0.11	0.00	0.02	0.00	0.00	0.00	0.00	14.00	0.00	14.00	4.32	0.00	0.00	0.00	0.00	2.89	0.35	3.24	2.58	0.00	2.58	5.47	0.35	5.82	0.00	1.51	0.35	1.86	0.00
IL	1985	USGS	17	029	54.45	3.99	37.26	41.25	0.37	4.56	4.93	0.00	0.00	0.00	4.93	0.68	4.93	119.52	0.00	0.00	0.00	0.00	0.00	1.06	1.06	0.23	13.20	0.22	0.00	0.22	16.67	41.25	3.09	74.91	3.31	0.33	0.09	0.00	0.09	0.00	0.00	0.00	0.09	0.00	0.09	0.00	0.10	0.19	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.04	0.14	0.00	0.14	0.15	0.03	0.18	0.03	0.03	0.06	0.25	0.00	0.25	0.21	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.21	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	4.00	8.31	0.00	0.00	0.00	0.00	0.94	0.03	0.97	4.70	0.00	4.70	5.64	0.03	5.67	0.00	0.88	0.03	0.91	0.00
IL	1985	USGS	17	031	5212.22	537.42	4257.82	4795.24	76.40	1036.89	1113.29	0.00	0.00	0.00	1113.29	111.34	1113.29	232.17	0.00	0.00	5.52	68.93	74.45	373.37	447.82	47.91	416.98	1.84	0.00	1.84	4.41	4795.24	441.64	92.10	443.48	44.31	10.48	0.00	10.48	232.04	0.00	232.04	242.52	0.00	242.52	0.00	186.68	429.20	142.49	0.00	142.49	0.00	0.00	0.00	580.82	0.00	580.82	580.82	580.82	0.26	581.08	0.00	0.00	0.00	1987.47	0.00	0.00	0.00	580.82	0.00	580.82	580.82	580.82	0.26	581.08	0.00	0.00	0.00	1987.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.52	0.52	0.00	0.52	0.07	0.00	0.07	0.03	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.02	5.73	0.00	0.00	5.73	15.73	0.00	15.73	0.00	5.73	0.00	0.00	0.00	0.00	9.00	0.00	9.00	1346.33	0.00	0.00	0.00	0.00	100.00	0.00	100.00	1919.20	0.00	1919.20	2019.20	0.00	2019.20	0.00	240.53	0.00	240.53	0.00
IL	1985	USGS	17	033	20.99	12.79	2.44	15.23	2.05	0.00	2.05	0.00	0.00	0.00	2.05	0.29	2.05	134.60	0.00	0.00	0.00	0.00	0.00	0.29	0.29	0.06	5.76	0.40	0.00	0.40	69.44	15.23	1.00	65.66	1.40	0.14	0.00	0.00	0.00	3.74	0.00	3.74	3.74	0.00	3.74	0.00	0.47	4.21	1.73	0.00	1.73	0.00	0.00	0.74	149.48	0.00	149.48	150.22	150.22	0.00	150.22	0.04	0.00	0.04	897.14	0.00	0.00	0.74	149.48	0.00	149.48	150.22	150.22	0.00	150.22	0.04	0.00	0.04	897.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.98	5.23	0.00	0.00	0.00	2.25	2.98	5.23	0.48	2.98	3.46	0.31	0.00	0.31	0.26	0.00	0.00	0.00	0.00	0.31	0.00	0.31	0.26	0.08	0.00	0.00	0.08	0.39	0.00	0.39	0.00	0.08	0.00	0.00	0.00	0.00	5.00	0.00	5.00	1.59	0.00	0.00	0.00	0.00	5.83	2.98	8.81	153.22	0.00	153.22	159.05	2.98	162.03	0.00	2.79	2.98	5.77	0.00
